Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
2,9,12,37.8875,12,38.97186,100
2,9,13,37.8875,12,38.97186,100
2,9,13,37.8875,12,38.97186,85.71429
2,9,14,37.8875,12,38.97186,100
2,9,15,41.545,12,38.97186,100
2,9,16,41.545,12,38.97186,90
2,9,17,41.545,12,38.97186,100
2,9,18,41.545,12,38.97186,50
2,9,18,41.545,12,38.97186,100
2,9,18,41.545,12,38.97186,100
2,9,19,41.545,12,38.97186,85.71429
2,9,20,41.545,12,38.97186,100
2,9,21,41.545,12,38.97186,100
2,9,22,41.545,12,38.97186,40
2,9,22,41.545,12,38.97186,66.66666
2,9,23,41.545,12,38.97186,83.33334
2,9,24,41.545,12,38.97186,0
2,9,25,41.545,12,38.97186,33.33333
